石头ID,长度x,长度y,长度z,长度max,点数,体积
189,0.21338200569152832,0.31391143798828125,0.26935577392578125,0.3867789523759021,325,0.027908942944183772
190,0.08216714859008789,0.10956573486328125,0.078338623046875,0.15009690099100226,47,0.0011085127100434909
191,0.08446788787841797,0.11518096923828125,0.13613128662109375,0.18731451826447554,69,0.004704286589784952
192,0.05677294731140137,0.11469268798828125,0.08690643310546875,0.14586717167842123,59,0.0029582997850384485
193,0.4753870964050293,0.9207534790039062,0.6971206665039062,1.1574160656987516,1777,0.08569154682736503
194,0.19188714027404785,0.31349945068359375,0.45090484619140625,0.5470727933937831,274,0.06072675793516417
195,0.03740191459655762,0.069671630859375,0.06221771240234375,0.0913691881218163,24,0.00031341320416934323
196,0.1243751049041748,0.1749725341796875,0.09688568115234375,0.2112413459496434,68,0.003670517043946814
197,0.0463099479675293,0.1203765869140625,0.08563995361328125,0.14654174816377863,45,0.0016615251169256977
198,0.05023193359375,0.08901214599609375,0.06835174560546875,0.1186242584141608,26,0.001235880120409721
199,0.10398697853088379,0.17427825927734375,0.11525726318359375,0.18393789697773588,77,0.0007526565945236772
200,0.10898590087890625,0.1536102294921875,0.116607666015625,0.1734812673580457,69,0.0017685185787059202
201,0.04999184608459473,0.1366729736328125,0.063934326171875,0.14805486578738813,40,0.0014470640700970832
202,0.06975007057189941,0.0657196044921875,0.06073760986328125,0.0989155224433711,21,0.00019192873381036226
203,0.17722010612487793,0.22809600830078125,0.1172637939453125,0.29689865405866733,106,0.0014468062905230571
204,0.13808393478393555,0.203094482421875,0.22841644287109375,0.2924141953962742,192,0.0074220927500498355
205,0.10635089874267578,0.17278289794921875,0.16857147216796875,0.22747207680422687,124,0.0005168677136393842
206,0.33716487884521484,0.9320907592773438,0.3567962646484375,0.9569558306026882,1068,0.0600803615740244
207,0.03002309799194336,0.06976318359375,0.11060333251953125,0.14663409506788305,29,0.003082812440757647
208,0.1436939239501953,0.16373443603515625,0.16670989990234375,0.25842344154078045,142,0.011961013963643963
209,0.08456897735595703,0.09331512451171875,0.07979583740234375,0.15410692589637343,38,0.0007386855955436739
210,0.0702970027923584,0.101593017578125,0.0598297119140625,0.11443288004040575,31,0.001044969682625257
211,0.04193305969238281,0.11147308349609375,0.1089324951171875,0.13053310859656841,52,0.0028841884453459457
212,0.05804705619812012,0.03636932373046875,0.07201385498046875,0.09091208934472395,21,0.0011350586042846369
213,0.3089170455932617,0.2997589111328125,0.40240478515625,0.5501507314656102,533,0.08781480576682574
214,0.0396270751953125,0.05342864990234375,0.069610595703125,0.10030877487912537,24,0.00047966126927726904
215,0.16728806495666504,0.3476104736328125,0.21752166748046875,0.3840831444849231,404,0.028657508954364266
216,0.2582430839538574,0.6949462890625,0.40570068359375,0.7958305796759602,712,0.025979131991843415
217,0.08257603645324707,0.13364410400390625,0.06281280517578125,0.16475548243887062,36,4.286653391782458e-06
218,0.12108421325683594,0.10102081298828125,0.08182525634765625,0.15109745740080438,47,0.0007619186618369063
219,0.09046483039855957,0.1844329833984375,0.11273193359375,0.20004552336699816,92,0.0019487984345552289
220,0.0819849967956543,0.12638092041015625,0.13069915771484375,0.18462673002419283,58,0.001847732072138201
221,0.037793874740600586,0.0416107177734375,0.0328369140625,0.06283735377129318,7,0.0005465475475530597
222,0.0740199089050293,0.11527252197265625,0.06243896484375,0.12973472537024733,39,0.0007449843616886041
223,0.05501604080200195,0.063079833984375,0.06948089599609375,0.08934106479830772,20,0.00023545459146482152
224,0.19170713424682617,0.23337554931640625,0.19476318359375,0.3417742693035615,169,0.0026298329658407628
225,0.09981298446655273,0.1156005859375,0.0912017822265625,0.1597054951595943,52,0.0025435661270975566
226,0.06403779983520508,0.18277740478515625,0.1506805419921875,0.2355794358296377,64,0.016204543411548568
227,0.034354209899902344,0.07820892333984375,0.07358551025390625,0.10049667773207638,27,0.0014700175081922816
228,0.08431601524353027,0.10746002197265625,0.11205291748046875,0.14409507847408554,60,0.00013126169242256316
229,0.0660395622253418,0.12403106689453125,0.09937286376953125,0.1449572833338526,53,0.0028584554448214125
230,0.03656482696533203,0.0576019287109375,0.06793212890625,0.08750233417829278,14,0.0017167763998406078
231,0.09125685691833496,0.07711029052734375,0.0902862548828125,0.12697618562717494,49,0.002772900674945954
232,0.10988998413085938,0.2291412353515625,0.12380218505859375,0.27034028351914685,115,0.0036321233052577433
233,0.04913330078125,0.1376190185546875,0.13105010986328125,0.1916588920150648,57,0.009772802322016702
234,0.03274202346801758,0.058349609375,0.0721588134765625,0.09009825750341083,21,0.0014426500559349645
235,0.055953025817871094,0.108123779296875,0.09749603271484375,0.14928125416380267,55,0.0008759502942712539
236,0.10161995887756348,0.14212799072265625,0.116180419921875,0.19907068290717644,76,0.0044889824981040535
237,0.13332390785217285,0.11071014404296875,0.10772705078125,0.18855008851181404,57,0.002272713141152803
238,0.036459922790527344,0.0714874267578125,0.0727691650390625,0.10426868192921868,25,0.0010426654075297347
239,0.10926008224487305,0.18851470947265625,0.13079071044921875,0.26636575054798556,122,0.0027041788399203128
240,0.11186003684997559,0.178192138671875,0.149932861328125,0.22879606599490643,123,0.009722046438844834
241,0.0649268627166748,0.0476226806640625,0.04802703857421875,0.07110946653086891,15,0.0002577281491707526
242,0.06278300285339355,0.18766021728515625,0.06584930419921875,0.2053978346944575,61,0.0024147631509295006
243,0.08562994003295898,0.108001708984375,0.1705169677734375,0.21324396796765077,82,0.00022709692622625366
244,0.11626291275024414,0.21224212646484375,0.1241302490234375,0.278788458111062,102,0.002608410638360327
245,0.08706378936767578,0.11190032958984375,0.14722442626953125,0.20330573526245033,80,0.004130265018418633
246,0.06520366668701172,0.10394287109375,0.08205413818359375,0.15008463433911512,32,0.003630472306851806
247,0.07718300819396973,0.118255615234375,0.07177734375,0.13873980399367802,39,0.00012872199637086644
248,0.1371779441833496,0.1453094482421875,0.0809478759765625,0.20008629527867494,62,0.0004893873487567288
249,0.05881190299987793,0.1181640625,0.05059814453125,0.1275054652641754,36,0.00012019140097858766
250,0.6910169124603271,1.3798675537109375,0.6647796630859375,1.4334134555531217,2644,0.3048565890670036
251,0.07761669158935547,0.29517364501953125,0.168182373046875,0.3480137291667331,128,0.00036192429097337876
252,0.1304769515991211,0.10306549072265625,0.1531829833984375,0.17447424671549827,66,0.0018067937826165318
253,0.06363701820373535,0.11304473876953125,0.103759765625,0.14933345113882757,40,0.00012553690468135304
254,0.05896615982055664,0.076934814453125,0.090850830078125,0.11402743538889037,32,0.0006736873550214502
255,0.10084295272827148,0.07024383544921875,0.103515625,0.1442566872787534,48,0.0009674980511411044
256,0.3056299686431885,0.649749755859375,0.40798187255859375,0.7597478477018296,705,0.0012257918402037707
257,0.0720369815826416,0.1239013671875,0.05696868896484375,0.14497035319231477,40,0.002320734367552901
258,0.07884001731872559,0.08658599853515625,0.0889892578125,0.12783077702239742,36,0.001828120307779076
259,0.10474109649658203,0.21868896484375,0.14516448974609375,0.2624392864863805,153,0.0054194869961100905
260,0.05978584289550781,0.1847991943359375,0.1722869873046875,0.2438509602312271,92,0.007264356645650703
261,0.08162903785705566,0.21532440185546875,0.13060760498046875,0.24675569942842657,88,0.006374073209757991
262,0.05574679374694824,0.145721435546875,0.0983734130859375,0.16905625048592654,56,0.00279689269626625
263,0.10602593421936035,0.24063873291015625,0.1397705078125,0.2693794792083226,117,0.0021855962392105886
264,0.1678149700164795,0.23183441162109375,0.114288330078125,0.29454339059300505,145,0.007467711015330978
265,0.05044889450073242,0.0920257568359375,0.10181427001953125,0.14386621370934005,42,0.0015001105386750677
266,0.03417611122131348,0.028656005859375,0.0702972412109375,0.07825021357161477,21,0.0008108199963430548
267,0.09461688995361328,0.0807647705078125,0.07049560546875,0.1383207222806746,36,0.0010060006426920443
268,0.3125760555267334,0.4854736328125,0.4131317138671875,0.5749194106335569,890,0.016071210861365284
269,0.2196871042251587,0.23239898681640625,0.239227294921875,0.36529634103046504,189,0.005960447638101312
270,0.0611729621887207,0.098297119140625,0.06604766845703125,0.12125471797835097,37,0.001579209773503278
271,0.08100318908691406,0.1457977294921875,0.1159515380859375,0.17277242192348563,68,0.0019416194591360299
272,0.09506893157958984,0.24408721923828125,0.15940093994140625,0.29800530962035854,131,0.004876927310555212
273,0.10032510757446289,0.10602569580078125,0.09384918212890625,0.15788174056864657,53,0.0029551535669807023
274,1.1996049284934998,2.1378707885742188,1.08624267578125,2.2698323133808502,7264,0.3527181631940651
275,0.20691895484924316,0.1189422607421875,0.1837158203125,0.2672146885599842,95,0.0027424315622039093
276,0.08205103874206543,0.10506439208984375,0.14305877685546875,0.18007837844426933,62,0.0031551380422579255
277,0.03299307823181152,0.06862640380859375,0.04599761962890625,0.07868088153093167,23,0.0012515277415249273
278,0.061164140701293945,0.1188201904296875,0.10135650634765625,0.15409120636106022,55,0.001238087831768199
279,0.400265097618103,0.47510528564453125,0.5641555786132812,0.6103178542848166,1012,0.019720988176035126
280,0.036225080490112305,0.06269073486328125,0.06301116943359375,0.08509762871747606,21,0.0004245757002324217
281,0.03928208351135254,0.0909271240234375,0.06845855712890625,0.12130653694197092,37,0.0006314638803996359
282,0.04978322982788086,0.060760498046875,0.0508880615234375,0.07942928702352581,23,0.0005998437552756574
283,0.05181002616882324,0.048309326171875,0.0646514892578125,0.0928740229501912,23,0.0013799041707135095
284,0.06209301948547363,0.0720062255859375,0.0692901611328125,0.10448782975065551,41,0.0002989792280181226
285,0.05720400810241699,0.03855133056640625,0.06609344482421875,0.08079980232187678,21,0.001461929867048254
286,0.0525059700012207,0.07593536376953125,0.08679962158203125,0.12682908160344153,41,0.0016153368142243876
287,0.17199397087097168,0.25682830810546875,0.2400054931640625,0.3769530272592735,278,0.01211203348593831
288,0.9777039289474487,2.7757034301757812,1.1229095458984375,2.8408712632542032,9659,0.6424286645174939
289,0.1148228645324707,0.178619384765625,0.11775970458984375,0.2130847890341494,125,0.0022868263350097192
290,0.09640884399414062,0.15656280517578125,0.10735321044921875,0.18890146829013243,76,0.0010670695204884689
291,0.10950303077697754,0.2264862060546875,0.0760040283203125,0.25936965648480115,93,0.004159666622007092
292,0.11146688461303711,0.1664886474609375,0.12530517578125,0.20189910033113678,92,0.0017703601720543986
293,0.23423004150390625,0.18795013427734375,0.2356109619140625,0.3554402924372736,173,0.03462221991541639
294,0.0549769401550293,0.0948638916015625,0.05072784423828125,0.11632428309834664,30,0.0003457863067813972
295,0.055013179779052734,0.06780242919921875,0.0729217529296875,0.09905734539214084,22,3.2053006404952076e-05
296,0.08046412467956543,0.1751251220703125,0.165252685546875,0.2453379556960592,85,0.0001863421555065653
297,0.035781145095825195,0.0793609619140625,0.06284332275390625,0.10793472143257077,29,0.0011684638077520408
298,0.20995807647705078,0.32897186279296875,0.42620086669921875,0.5235532504724767,789,0.012870953068737536
299,0.03960299491882324,0.1153564453125,0.04901123046875,0.12020752602656959,30,0.0015453715399809406
300,0.15487241744995117,0.3255767822265625,0.27911376953125,0.4404791298936144,242,0.009460976504278816
301,0.05548596382141113,0.07312774658203125,0.0691375732421875,0.11116997365448533,34,0.000698274206864009
302,0.03522610664367676,0.05068206787109375,0.04674530029296875,0.07057963839403802,22,0.0002877695649161472
303,0.07570791244506836,0.08892822265625,0.06581878662109375,0.1386897464478749,30,1.3701144060740303e-05
304,0.08662605285644531,0.12294769287109375,0.1570587158203125,0.21528970470033704,78,0.00038892495742753343
305,0.05513501167297363,0.06096649169921875,0.0945281982421875,0.09999600505177297,30,0.000556255916362052
306,0.0849599838256836,0.385284423828125,0.128173828125,0.414212741663324,176,0.004835425929885434
307,0.10104107856750488,0.2443695068359375,0.09575653076171875,0.2692176787362057,115,0.005838716353058332
308,0.07023787498474121,0.081939697265625,0.0819854736328125,0.12788359708467545,37,0.00012255679904998775
309,0.15319502353668213,0.35192108154296875,0.22705078125,0.43957313393235964,313,0.01236510120363741
310,0.05237698554992676,0.1620025634765625,0.08890533447265625,0.1709446671799677,64,0.004277646277803477
311,0.09184694290161133,0.12335968017578125,0.09637451171875,0.14600230979803364,54,0.002344788159068689
312,0.04767203330993652,0.06620025634765625,0.05263519287109375,0.09294168019270188,19,0.00016838941474598543
313,0.09059500694274902,0.24915313720703125,0.11922454833984375,0.28675232533843165,80,0.006311842659178705
314,0.05555403232574463,0.08211517333984375,0.06952667236328125,0.113195073701716,40,0.0008655416824140632
315,0.05251502990722656,0.0867462158203125,0.05294036865234375,0.10543068922628085,37,0.0019994244763651184
316,0.16330289840698242,0.2404022216796875,0.22081756591796875,0.3275087064063804,224,0.005841474276146463
317,0.2951700687408447,0.661041259765625,0.35572052001953125,0.7451750952958394,868,0.0007255018040802572
318,0.057077884674072266,0.07965850830078125,0.066375732421875,0.1156452125351976,34,0.0006930405628704713
319,0.12248396873474121,0.15114593505859375,0.12403106689453125,0.19708811535586612,86,0.00027215285779495346
320,0.07437992095947266,0.1304779052734375,0.089263916015625,0.14742320109679796,37,0.0034370175276569235
321,0.2558419704437256,0.23302459716796875,0.21529388427734375,0.3732701269785572,194,0.015055648746966969
322,0.11666500568389893,0.08670806884765625,0.11292266845703125,0.14678648912907177,50,0.0052322388762176715
323,0.046893954277038574,0.07741546630859375,0.05652618408203125,0.10164319095607288,25,0.0006005093004472724
324,0.02199697494506836,0.0706939697265625,0.0433197021484375,0.07649463336394957,20,0.0007075649003850506
325,0.061508893966674805,0.08417510986328125,0.063446044921875,0.11472990008256989,34,0.003332847889980718
326,0.04124879837036133,0.063140869140625,0.067352294921875,0.08936522084207721,20,3.962523516597438e-05
327,0.06733298301696777,0.08695220947265625,0.082366943359375,0.129804096676712,38,0.003970346331723138
328,0.138158917427063,0.20025634765625,0.10709381103515625,0.26517131206023936,106,0.0017463083894525555
329,0.051617980003356934,0.09394073486328125,0.105255126953125,0.13682236193280417,46,0.0006624984713432111
330,0.04137599468231201,0.0743865966796875,0.05362701416015625,0.08693485570579274,25,0.00018246030555792733
331,0.2781280279159546,0.6718902587890625,0.19594573974609375,0.6864078378206089,523,0.0074640630446508585
332,0.09664583206176758,0.172149658203125,0.12781524658203125,0.23871107731495478,81,0.0028767511629879394
333,0.3129560947418213,0.23546600341796875,0.32823944091796875,0.4911301703076638,335,0.009684832275342435
334,0.03774392604827881,0.03847503662109375,0.06583404541015625,0.08021859915391594,17,7.356065356591927e-05
335,0.11646699905395508,0.31299591064453125,0.1450958251953125,0.35318030817576407,153,0.00807151237017505
336,0.11827683448791504,0.116546630859375,0.14154815673828125,0.18596011866083734,63,0.00422103904869223
337,0.24930381774902344,0.406707763671875,0.28730010986328125,0.5358308832045697,393,0.05112712248116158
338,0.06998491287231445,0.126678466796875,0.10912322998046875,0.1750237346449242,81,0.0007755827071842227
339,0.3016960620880127,0.3186492919921875,0.16701507568359375,0.3931831651946167,296,0.0033602389514733755
340,0.05096578598022461,0.07879638671875,0.0540924072265625,0.10442176534648129,31,0.000963031969927961
341,0.06574010848999023,0.1291961669921875,0.17581939697265625,0.21773937454238773,82,0.001402797542799569
342,0.05572390556335449,0.06584930419921875,0.0746612548828125,0.09816551380411331,28,0.00043001267120456395
343,0.16871893405914307,0.1504058837890625,0.1479949951171875,0.21251666886797027,84,0.0023194052850534653
344,0.033886075019836426,0.05560302734375,0.06288909912109375,0.08307883301660235,23,0.00038528657788622817
345,0.09375596046447754,0.0831298828125,0.09014892578125,0.1493322023832262,42,0.00047075266148547876
346,0.03527092933654785,0.0520172119140625,0.0761871337890625,0.09631364739886594,27,0.00017598829651488466
347,0.14123797416687012,0.20574188232421875,0.13105010986328125,0.24899405114882267,74,0.008823321475008935
348,0.5842430591583252,0.9079208374023438,0.7686233520507812,1.1785772948052315,1954,0.059002580632143295
349,0.05202889442443848,0.0401763916015625,0.0599822998046875,0.07821058066731379,20,0.0002698543848359091
350,0.5871110558509827,0.64788818359375,0.38550567626953125,0.9291925055140933,1147,0.05752368234341579
351,0.03612697124481201,0.055206298828125,0.05129241943359375,0.08202377123677725,25,0.0002651478381910043
352,0.10647082328796387,0.11533355712890625,0.1908721923828125,0.2371331634052384,92,0.0005688594097532786
353,0.05139303207397461,0.109893798828125,0.055206298828125,0.12659900715523076,40,0.00018588060899244266
354,0.05640292167663574,0.05548858642578125,0.08758544921875,0.11123432760003571,37,0.0002819880000642786
355,0.08327603340148926,0.21846771240234375,0.12505340576171875,0.24045699313745095,73,0.0006426143802184611
356,0.08278512954711914,0.08693695068359375,0.05413818359375,0.10270109560665253,33,0.00022626669856016005
357,0.16493403911590576,0.178924560546875,0.07738494873046875,0.24401384875369714,86,0.00033217433082415976
358,0.11755800247192383,0.0758056640625,0.11191558837890625,0.1421157269665394,45,0.000559099852602014
359,0.42850279808044434,0.9854965209960938,0.6527328491210938,1.2378584830215005,1582,0.05372871081787603
360,0.03158700466156006,0.06549835205078125,0.038116455078125,0.08465915741227992,20,0.00038149715032912367
361,0.026844024658203125,0.06873321533203125,0.05461883544921875,0.07779772204445434,25,0.00020062149743779685
362,0.03112506866455078,0.09249114990234375,0.0689544677734375,0.1135682625790686,27,0.00018750338478670957
363,0.0657339096069336,0.08538055419921875,0.065093994140625,0.1204459154020423,31,0.000864559520503232
364,0.05721688270568848,0.13614654541015625,0.079071044921875,0.16353019079775422,47,0.0013726416065851026
365,0.06099998950958252,0.17565155029296875,0.12259674072265625,0.23034957070294038,88,0.0009680597519252577
366,0.18092501163482666,0.1182861328125,0.10614776611328125,0.19417147020385372,85,0.002287332783140174
367,2.2461910247802734,5.2275238037109375,0.8787841796875,5.458245253379951,20875,0.18419623246866204
368,0.0967940092086792,0.1328125,0.064208984375,0.16166800457242303,63,0.00033928355907385406
369,0.39387303590774536,0.7162246704101562,0.4168701171875,0.7840570807705811,1395,0.05803656930085908
370,0.36315107345581055,0.6320343017578125,0.5368804931640625,0.9205446707995828,918,0.005731566250485643
371,0.039163947105407715,0.0745849609375,0.0539093017578125,0.09257901099774868,32,0.00012333993006771006
372,0.03849303722381592,0.1005706787109375,0.05875396728515625,0.12476145122124305,44,0.0001021041320418032
373,0.08460092544555664,0.10498809814453125,0.0919036865234375,0.15286921791254926,56,0.00046453056276012165
374,0.04851806163787842,0.1114501953125,0.1151275634765625,0.15230092430730208,71,0.0004939609117800676
375,0.061808109283447266,0.05489349365234375,0.11623382568359375,0.12071022386015387,31,0.00013190331503148153
376,0.050560951232910156,0.03578948974609375,0.07875823974609375,0.09582010972091701,21,0.0008256695126317421
377,0.10583996772766113,0.16268157958984375,0.1267242431640625,0.183748250834058,91,0.00041425618999189814
